gene pos_mean pos_sd pos_sCV Fano_pos neg_mean neg_sd neg_sCV Fano_neg
Sh3bp1 0.254 0.6611 6.7739 1.7208 0.195 0.5438 7.7746 1.5164
Lgals1 1.5666 1.4944 0.91 1.4256 1.6559 1.4598 0.7772 1.2869
Triobp 0.3662 0.7844 4.5873 1.68 0.4244 0.7758 3.342 1.4182
H1f0 0.909 1.2093 1.7701 1.609 0.8534 1.1201 1.7226 1.4702
Eif3l 0.3603 0.7576 4.4216 1.593 0.3983 0.7333 3.3887 1.3498
Polr2f 0.3138 0.7296 5.4039 1.696 0.3806 0.7292 3.6697 1.3968
Tomm22 0.825 1.0791 1.7111 1.4116 0.781 0.9584 1.5056 1.1759
Apobec3 0.2235 0.6417 8.242 1.8424 0.2249 0.5951 7.0015 1.5746
Rpl3 3.0618 1.153 0.1418 0.4342 3.1103 1.1544 0.1377 0.4284
Atf4 0.221 0.6373 8.3152 1.8376 0.3167 0.6885 4.7273 1.4969
Rps19bp1 0.1926 0.5874 9.2986 1.7911 0.1921 0.5373 7.8193 1.5024
Slc25a17 0.2721 0.6845 6.33 1.7221 0.3412 0.6959 4.16 1.4194
St13 0.2349 0.6387 7.3903 1.7362 0.2447 0.5924 5.8616 1.4343
Rbx1 1.1288 1.1612 1.0582 1.1945 1.099 1.048 0.9093 0.9994
Phf5a 0.3794 0.8033 4.4836 1.701 0.368 0.7223 3.852 1.4176
Aco2 0.1925 0.5751 8.9218 1.7178 0.2029 0.5366 6.9957 1.4192
Nhp2l1 0.7586 1.0376 1.8709 1.4192 0.7093 0.9251 1.7009 1.2065
Smdt1 0.8959 1.1241 1.5742 1.4104 0.922 1.0229 1.2308 1.1348
Ndufa6 0.9023 1.1025 1.4929 1.347 1.0191 1.0341 1.0297 1.0494
Cyb5r3 0.252 0.6783 7.2454 1.8257 0.2683 0.6245 5.418 1.4537
Tspo 2.4578 1.1309 0.2117 0.5203 2.5458 1.0024 0.155 0.3947
Samm50 0.4208 0.8198 3.795 1.597 0.4594 0.7806 2.8876 1.3264
Parvg 0.3264 0.7411 5.1563 1.6828 0.307 0.6596 4.6142 1.4168
Atxn10 0.6094 0.9598 2.4804 1.5116 0.7703 0.9645 1.5676 1.2076
Creld2 0.1798 0.56 9.7016 1.7444 0.1748 0.5135 8.6333 1.5087
Trabd 0.206 0.6089 8.7346 1.7995 0.2582 0.6217 5.796 1.4967
Ncaph2 0.2064 0.5948 8.3076 1.7143 0.2277 0.5755 6.3869 1.4545
Yaf2 0.5977 0.9573 2.5649 1.5331 0.5319 0.8509 2.5597 1.3614
Zcrb1 0.5257 0.9149 3.029 1.5923 0.4087 0.7662 3.514 1.4363
Slc48a1 0.4081 0.8237 4.0746 1.6627 0.4055 0.7412 3.3406 1.3548
Kansl2 0.1754 0.5583 10.1343 1.7774 0.1826 0.5192 8.0843 1.4762
Prkag1 0.4271 0.8279 3.7566 1.6046 0.4774 0.8077 2.8623 1.3665
Tuba1b 1.2753 1.3388 1.1021 1.4055 1.1406 1.2513 1.2036 1.3728
Tuba1c 0.3372 0.745 4.8803 1.6458 0.4252 0.7777 3.3447 1.4222
Mcrs1 0.2441 0.6523 7.1419 1.7431 0.2434 0.5979 6.0363 1.469
Tmbim6 1.9226 1.1702 0.3704 0.7122 1.8139 1.0695 0.3477 0.6307
Racgap1 0.2182 0.6167 7.9864 1.7428 0.2396 0.611 6.504 1.5581
Cox14 0.555 0.9381 2.8571 1.5856 0.6235 0.887 2.0241 1.262
Atf1 0.3199 0.7267 5.1595 1.6507 0.3604 0.7051 3.8279 1.3796
Dazap2 1.4351 1.2164 0.7185 1.0311 1.211 1.0635 0.7712 0.934
Bin2 0.5763 0.9496 2.7145 1.5645 0.7842 0.9692 1.5275 1.1979
Slc4a8 0.3299 0.804 5.9403 1.9595 0.5181 0.8692 2.8147 1.4583
Atg101 0.5101 0.9073 3.1641 1.6139 0.5529 0.8649 2.4472 1.353
Itgb7 0.3441 0.8478 6.0688 2.0886 0.3001 0.7544 6.3203 1.8966
Pfdn5 1.5022 1.2322 0.6729 1.0108 1.5329 1.0814 0.4977 0.7629
Myg1 0.1661 0.5392 10.5348 1.75 0.1848 0.5221 7.9802 1.475
Prr13 1.2881 1.2778 0.984 1.2675 1.2442 1.2265 0.9719 1.2092
Pcbp2 1.765 1.2235 0.4806 0.8482 1.3911 1.0964 0.6212 0.8641
Atp5g2 1.1061 1.1864 1.1504 1.2725 1.0613 1.0802 1.0359 1.0994
Hnrnpa1 0.6522 0.9873 2.2914 1.4945 0.7103 0.9448 1.7691 1.2566
Nfe2 0.2589 0.6714 6.725 1.741 0.3721 0.7471 4.0309 1.4999
Copz1 0.6087 0.9617 2.4958 1.5193 0.6092 0.8742 2.0588 1.2543
Coro7 0.164 0.548 11.1691 1.8315 0.2102 0.5674 7.2844 1.5314
Hmox2 0.2956 0.7247 6.0108 1.7768 0.3368 0.7136 4.4901 1.5122
Nudt16l1 0.2054 0.6047 8.6705 1.7806 0.2357 0.592 6.3073 1.4867
Rogdi 0.561 0.9723 3.0038 1.6851 0.6721 0.9579 2.0314 1.3653
Glyr1 0.28 0.6852 5.9861 1.6763 0.3453 0.6866 3.9529 1.3651
Carhsp1 0.205 0.6073 8.776 1.799 0.2482 0.6304 6.4533 1.6015
Nubp1 0.3063 0.7226 5.5663 1.7048 0.3186 0.679 4.5431 1.4472
Litaf 0.2425 0.6747 7.7401 1.8772 0.3223 0.713 4.8943 1.5773
Rsl1d1 0.4496 0.8501 3.5747 1.6074 0.4184 0.7488 3.2039 1.3404
Gspt1 0.1695 0.531 9.8169 1.6638 0.2702 0.6169 5.2136 1.4085
Ntan1 0.2941 0.7167 5.9374 1.7465 0.2808 0.6485 5.333 1.4975
Fopnl 0.2946 0.7089 5.7917 1.706 0.2743 0.6446 5.5227 1.5147
Ube2v2 0.2044 0.5969 8.5298 1.7432 0.2211 0.5675 6.5909 1.4569
Mcm4 0.1911 0.58 9.2156 1.7608 0.1911 0.5293 7.6718 1.4659
Mapk1 0.253 0.6474 6.5464 1.6563 0.3672 0.714 3.7807 1.3883
Ppil2 0.2663 0.6812 6.5455 1.7428 0.2938 0.655 4.9715 1.4605
Sdf2l1 0.7945 1.0844 1.8627 1.4799 0.884 1.0498 1.4103 1.2467
Ube2l3 0.9089 1.087 1.4301 1.2999 0.9496 1.0005 1.1101 1.0542
Ranbp1 1.8286 1.3926 0.58 1.0606 1.3716 1.265 0.8506 1.1667
Comt 0.1988 0.5982 9.0563 1.8003 0.2811 0.6428 5.2296 1.4699
Ufd1l 0.2963 0.7281 6.0391 1.7894 0.3279 0.6853 4.3684 1.4323
Mrpl40 0.3073 0.7428 5.8439 1.7956 0.3079 0.6701 4.7362 1.4584
Klhl6 0.3458 0.7875 5.1862 1.7935 0.4137 0.7884 3.6321 1.5024
Parl 0.5157 0.9094 3.1096 1.6037 0.5017 0.8186 2.662 1.3356
Ap2m1 0.8251 1.0458 1.6065 1.3255 0.7495 0.9249 1.5227 1.1413
Psmd2 0.3112 0.7221 5.3845 1.6756 0.3686 0.7052 3.6598 1.3491
Tra2b 0.5543 0.92 2.7551 1.527 0.654 0.8974 1.8828 1.2314
Dnajb11 0.4587 0.8593 3.5096 1.6099 0.4538 0.7786 2.9434 1.3358
Eif4a2 0.2955 0.7283 6.0737 1.795 0.3149 0.6849 4.7296 1.4894
Rfc4 0.2091 0.5905 7.9766 1.6676 0.1851 0.5227 7.9747 1.476
Ppp1r2 0.5186 0.8982 2.9997 1.5557 0.5932 0.8709 2.1558 1.2788
0610012G03Rik 0.4778 0.8999 3.5478 1.695 0.4666 0.8139 3.0431 1.4199
Pigx 0.5677 0.9469 2.7817 1.5792 0.543 0.8501 2.4508 1.3308
Nrros 0.6299 0.9791 2.4163 1.5219 0.6324 0.8998 2.0245 1.2803
Tctex1d2 0.3601 0.7886 4.7953 1.7269 0.343 0.7075 4.255 1.4593
Rpl35a 2.2256 1.1502 0.2671 0.5944 2.5349 0.9974 0.1548 0.3924
Snx4 0.2678 0.6735 6.3232 1.6935 0.3715 0.717 3.7242 1.3837
Umps 0.2461 0.6419 6.8046 1.6743 0.2277 0.559 6.0284 1.3726
Hacd2 0.3166 0.745 5.5382 1.7532 0.3163 0.69 4.7578 1.505
Stfa2l1 0.1447 0.5743 15.7597 2.2797 0.4238 0.9648 5.1821 2.1963
Gm5483 0.3347 0.9341 7.7872 2.6067 0.8644 1.4375 2.7656 2.3905
Stfa1 0.4098 1.1036 7.2524 2.9721 1.0007 1.5889 2.5211 2.5228
BC100530 0.6015 1.3918 5.3544 3.2205 1.4061 1.9592 1.9415 2.7299
Hcls1 0.5274 0.9144 3.0058 1.5853 0.6749 0.9266 1.8847 1.272
Ndufb4 0.5534 0.9202 2.7653 1.5302 0.5651 0.8518 2.2716 1.2838
Lrrc58 0.6861 0.9946 2.1017 1.4418 0.7337 0.9471 1.6664 1.2226
Cox17 0.4754 0.8539 3.2269 1.5339 0.5941 0.8576 2.0842 1.2381
Adprh 0.2468 0.6639 7.2388 1.7863 0.2848 0.6554 5.2959 1.5083
Atp6v1a 0.1768 0.5614 10.079 1.7824 0.2839 0.6442 5.149 1.4618
Naa50 0.4587 0.8593 3.5089 1.6095 0.3805 0.7206 3.5864 1.3646
Atg3 0.5383 0.9384 3.0384 1.6357 0.59 0.8812 2.2309 1.3161
Ift57 0.2474 0.6603 7.1229 1.7623 0.2051 0.556 7.3473 1.5072
Cd47 2.2429 1.1433 0.2599 0.5828 2.0556 1.0363 0.2542 0.5225
Rpl24 2.2883 1.2294 0.2887 0.6606 2.5829 1.058 0.1678 0.4334
Pcnp 0.2477 0.6598 7.0938 1.7573 0.3269 0.6852 4.393 1.4362
Trmt10c 0.1906 0.5928 9.6693 1.8433 0.1842 0.5279 8.2103 1.5126
Tfg 0.2677 0.6685 6.2339 1.669 0.2648 0.6292 5.6453 1.495
Cggbp1 0.458 0.8738 3.6396 1.6671 0.4334 0.7773 3.2172 1.3943
Chmp2b 0.1935 0.5983 9.5664 1.8506 0.2098 0.5711 7.4097 1.5545
Gbe1 0.2335 0.6448 7.6238 1.7803 0.2013 0.5575 7.6686 1.544
Samsn1 0.5827 0.958 2.7036 1.5752 0.7839 0.9902 1.5953 1.2507
Gm9843 1.6949 1.1603 0.4686 0.7943 1.8403 1.035 0.3163 0.5821
Atp5j 1.2996 1.2014 0.8545 1.1105 1.3815 1.0933 0.6263 0.8652
App 0.3753 0.7842 4.3668 1.6387 0.4534 0.794 3.0663 1.3904
Cct8 0.5731 0.9164 2.5566 1.4652 0.6968 0.9132 1.7176 1.1969
Mis18a 0.2888 0.7168 6.161 1.7791 0.326 0.7052 4.6802 1.5256
Ifnar2 0.461 0.8932 3.7535 1.7304 0.4538 0.813 3.2098 1.4565
Il10rb 0.2133 0.6247 8.5793 1.8298 0.2826 0.654 5.3557 1.5136
Ifngr2 0.1722 0.5781 11.2714 1.9407 0.2597 0.6431 6.1323 1.5926
Son 0.5581 0.9319 2.7887 1.5563 0.9452 1.0049 1.1304 1.0684
Atp5o 1.1545 1.1934 1.0686 1.2336 1.0847 1.0582 0.9517 1.0323
Cryzl1 0.2579 0.6748 6.8439 1.7653 0.232 0.5947 6.5715 1.5246
Smim11 0.2773 0.6861 6.1213 1.6974 0.3401 0.6894 4.1098 1.3975
Morc3 0.2605 0.6741 6.6968 1.7444 0.316 0.6819 4.6554 1.4713
Hmgn1 0.5129 0.9335 3.3124 1.699 0.2691 0.644 5.7267 1.5411
Itgb2l 0.1468 0.5245 12.7667 1.8742 0.3427 0.7551 4.8545 1.6637
Tmem242 0.1962 0.5973 9.2628 1.8177 0.2014 0.5512 7.4937 1.509
Gtf2h5 0.5322 0.9208 2.9938 1.5932 0.5204 0.8381 2.5937 1.3497
Dynlt1c 0.368 0.7612 4.2783 1.5745 0.2704 0.6242 5.3291 1.441
Dynlt1f 0.3331 0.7303 4.8076 1.6013 0.3549 0.6975 3.8621 1.3708
Ezr 0.291 0.7156 6.0454 1.7595 0.3842 0.7573 3.8856 1.4927
Rnaset2b 0.8829 1.064 1.4524 1.2823 0.7864 0.94 1.4286 1.1235
Gm1604a 0.2613 0.6881 6.934 1.8119 0.2287 0.5889 6.6304 1.5165
Rnaset2a 0.9618 1.086 1.2748 1.2261 0.8773 0.9644 1.2086 1.0603
Mpc1 1.3932 1.2219 0.7693 1.0717 1.2202 1.0794 0.7826 0.9549
Mrpl18 0.8694 1.0971 1.5925 1.3845 0.7826 0.9787 1.564 1.224
Tcp1 0.4255 0.8173 3.6895 1.5699 0.4167 0.7437 3.1852 1.3273
Wtap 0.233 0.644 7.6418 1.7803 0.2272 0.5861 6.6569 1.5123
Sod2 0.3378 0.7657 5.1371 1.7355 0.3862 0.7582 3.8543 1.4884
Psmb1 1.4477 1.2297 0.7215 1.0445 1.5201 1.1102 0.5333 0.8108
Ppp2r1a 0.2676 0.6787 6.4314 1.7213 0.3468 0.7041 4.1217 1.4294
Hcfc1r1 0.2371 0.6674 7.9258 1.8789 0.2914 0.681 5.4611 1.5914
Srrm2 0.2887 0.7265 6.3309 1.828 0.4915 0.8421 2.9351 1.4428
Tceb2 1.0572 1.137 1.1565 1.2227 1.0793 1.0295 0.9099 0.982
Amdhd2 0.2098 0.6106 8.4721 1.7772 0.2351 0.5933 6.3703 1.4975
Rnps1 0.3007 0.7165 5.6778 1.7072 0.3147 0.6662 4.4818 1.4104
Eci1 0.1927 0.5895 9.3545 1.803 0.2025 0.5521 7.4312 1.5049
Pgp 0.5666 0.9473 2.7954 1.5839 0.6797 0.9444 1.9303 1.3121
Rps2 2.3279 1.2411 0.2842 0.6617 2.6151 1.1878 0.2063 0.5395
Ndufb10 0.9175 1.1133 1.4722 1.3508 1.0105 1.0396 1.0585 1.0696
Msrb1 1.853 1.2519 0.4564 0.8458 2.2893 1.0225 0.1995 0.4567
Hagh 0.3777 0.8153 4.6594 1.7599 0.3604 0.7261 4.058 1.4626
Nubp2 0.3085 0.7277 5.5648 1.7166 0.355 0.697 3.8546 1.3684
Mrps34 0.3311 0.7596 5.2634 1.7426 0.3287 0.6895 4.4002 1.4463
Ube2i 1.0857 1.1551 1.132 1.229 1.1386 1.0607 0.8678 0.9881
Fam173a 0.4409 0.8522 3.7366 1.6474 0.4627 0.7958 2.958 1.3687
Stub1 0.3929 0.8156 4.3081 1.6928 0.454 0.7861 2.9985 1.3613
Gm8186 0.2047 0.582 8.0823 1.6545 0.2017 0.5294 6.8908 1.3896
Mrpl28 0.4638 0.8674 3.4969 1.6219 0.4599 0.7853 2.9159 1.341
Dusp1 2.544 1.4344 0.3179 0.8088 2.2947 1.3524 0.3473 0.797
Atp6v0e 1.7926 1.2245 0.4666 0.8365 1.7435 1.0805 0.3841 0.6696
Cuta 0.721 1.0271 2.0291 1.463 0.7089 0.9295 1.7191 1.2187
Bak1 0.2206 0.618 7.8514 1.7317 0.2552 0.6038 5.6008 1.4291
Uqcc2 0.3832 0.7838 4.1837 1.6032 0.4709 0.7899 2.8138 1.3251
Hmga1 0.2231 0.6006 7.2489 1.6171 0.2523 0.5834 5.3477 1.3492
AI413582 0.357 0.7935 4.9412 1.7639 0.3822 0.7512 3.8622 1.4762
Rps10 1.4831 1.2526 0.7133 1.0579 2.0619 1.1307 0.3007 0.62
Snrpc 0.4922 0.8885 3.2585 1.6038 0.4762 0.8033 2.8456 1.3551
Def6 0.3419 0.7596 4.9359 1.6875 0.3878 0.7286 3.5291 1.3688
Rpl10a 1.971 1.3213 0.4494 0.8857 2.4099 1.1923 0.2448 0.5899
Mapk14 0.2007 0.6027 9.016 1.8098 0.2661 0.631 5.6218 1.4962
Mapk13 0.4387 0.8864 4.0831 1.7911 0.5775 0.9285 2.5856 1.4931
Kctd20 0.264 0.6876 6.7848 1.7911 0.3528 0.7078 4.0246 1.4199
Srsf3 1.2283 1.1985 0.9521 1.1694 1.2517 1.1061 0.7808 0.9774
Cdkn1a 0.3474 0.8246 5.6356 1.9576 0.2342 0.6422 7.5215 1.7613
Rab44 0.2589 0.6762 6.8192 1.7657 0.295 0.6565 4.9515 1.461
Ppil1 0.2894 0.6947 5.7633 1.6678 0.3001 0.6511 4.7066 1.4125
BC004004 0.3078 0.7268 5.5743 1.7159 0.3098 0.6653 4.6129 1.4289
Pi16 0.2339 0.6427 7.5542 1.7666 0.3274 0.6989 4.5576 1.492
Mtch1 0.1755 0.5516 9.8814 1.7339 0.1949 0.544 7.7876 1.5181
Pim1 0.1934 0.621 10.3101 1.9938 0.3222 0.7296 5.1264 1.652
Glo1 0.3531 0.7882 4.982 1.7592 0.3104 0.6685 4.6378 1.4396
1700097N02Rik 0.2734 0.7084 6.711 1.8351 0.3668 0.7533 4.2182 1.5472
Ndufv3 0.7094 1.0125 2.0371 1.4451 0.8274 0.9732 1.3836 1.1448
U2af1 1.1167 1.1842 1.1245 1.2557 0.9465 1.0308 1.1861 1.1226
Myo1f 0.2204 0.6283 8.1303 1.7916 0.3177 0.6841 4.6368 1.4732
Zfp414 0.207 0.6157 8.8479 1.8314 0.2446 0.6264 6.561 1.6045
Hnrnpm 0.827 1.0558 1.6298 1.3479 0.8018 0.9621 1.4398 1.1544
March2 0.2376 0.6541 7.5812 1.801 0.301 0.6792 5.0906 1.5324
Rab11b 0.8632 1.0904 1.5959 1.3775 0.7333 0.9444 1.6586 1.2163
Rps28 1.8049 1.2224 0.4587 0.828 2.0595 1.1269 0.2994 0.6166
Ndufa7 0.8665 1.0848 1.5674 1.3582 0.9575 1.0025 1.0961 1.0495
Tapbp 0.5848 0.954 2.6608 1.5561 0.4385 0.783 3.1886 1.3982
Pfdn6 0.3938 0.8153 4.2876 1.6883 0.4354 0.7818 3.2247 1.4039
Rps18 3.2891 1.0112 0.0945 0.3109 3.4965 0.9894 0.0801 0.28
H2-K1 0.8142 1.1229 1.9023 1.5488 0.6205 0.9302 2.2473 1.3945
H2-Ke6 0.439 0.8533 3.778 1.6586 0.367 0.731 3.9679 1.4561
Brd2 0.2194 0.643 8.5889 1.8844 0.2379 0.6065 6.5005 1.5464
H2-DMa 0.5258 1.0044 3.6492 1.9186 0.3983 0.8072 4.107 1.6359
H2-DMb1 0.3846 0.8504 4.8886 1.8802 0.4242 0.7881 3.4514 1.4642
Psmb9 0.4255 0.8389 3.8874 1.654 0.432 0.7763 3.2301 1.3952
Psmb8 1.2669 1.2596 0.9886 1.2525 1.1307 1.1367 1.0105 1.1426
Tap2 0.2725 0.6913 6.4379 1.7541 0.3357 0.695 4.2866 1.4389
Gpsm3 1.0335 1.1617 1.2634 1.3057 1.1871 1.0755 0.8209 0.9744
Rnf5 0.2356 0.6451 7.4988 1.7665 0.2507 0.6183 6.0828 1.5249
Ppt2 0.2091 0.6169 8.7012 1.8196 0.1953 0.5461 7.8209 1.5272
Stk19 0.1857 0.5838 9.8852 1.8356 0.2026 0.5519 7.4237 1.5039
Neu1 0.2244 0.643 8.2088 1.8424 0.3068 0.6685 4.7467 1.4565
Lsm2 0.4753 0.8763 3.3989 1.6156 0.3672 0.723 3.8773 1.4237
Vars 0.187 0.5723 9.3671 1.7514 0.1842 0.5176 7.8998 1.4549
Clic1 2.277 1.1609 0.26 0.5919 2.3409 0.9855 0.1772 0.4149
Abhd16a 0.2087 0.6103 8.5488 1.7844 0.1853 0.5371 8.3962 1.5562
Csnk2b 0.4874 0.8852 3.2977 1.6074 0.5171 0.8334 2.5977 1.3433
Lst1 0.3762 0.8043 4.5723 1.7199 0.6992 0.9705 1.9263 1.347
Ddx39b 0.7093 1.0102 2.0286 1.4388 0.6968 0.9135 1.7187 1.1975
H2-D1 2.6739 1.1899 0.198 0.5295 2.4857 1.0538 0.1797 0.4468
Ier3 0.2861 0.7355 6.6069 1.8905 0.4092 0.7984 3.8073 1.5579
Flot1 0.4437 0.8637 3.7891 1.6812 0.6053 0.9051 2.2356 1.3533
Tubb5 1.2204 1.3337 1.1944 1.4575 1.1969 1.2766 1.1375 1.3616
Nrm 0.4327 0.8608 3.958 1.7126 0.3533 0.7229 4.1863 1.4792
Ppp1r18 0.5266 0.9294 3.1144 1.6401 0.5237 0.8479 2.6218 1.3729
Rpp21 0.3711 0.7905 4.539 1.6842 0.4181 0.7597 3.3015 1.3804
Ppp1r11 0.2551 0.6764 7.0283 1.7931 0.294 0.6582 5.0113 1.4734
Hsp90ab1 1.0071 1.1971 1.4129 1.423 1.412 1.2543 0.7891 1.1142
Mrpl14 0.2476 0.6685 7.2894 1.8048 0.3451 0.7156 4.2987 1.4836
Mrps18a 0.3307 0.7537 5.193 1.7175 0.3475 0.6993 4.0498 1.4073
Yipf3 0.1653 0.5569 11.3443 1.8756 0.2189 0.5858 7.1622 1.5676
Mrpl2 0.323 0.7524 5.4256 1.7526 0.3136 0.6688 4.5491 1.4264
Mea1 0.2808 0.7141 6.4648 1.8156 0.3116 0.683 4.8055 1.4973
Cnpy3 0.2622 0.6881 6.8896 1.8062 0.2795 0.6457 5.3376 1.4917
2310039H08Rik 0.2304 0.645 7.8359 1.8056 0.2372 0.5994 6.3851 1.5147
Rpl7l1 0.3814 0.787 4.2567 1.6237 0.4825 0.7999 2.7477 1.3259
Mrps10 0.2661 0.6758 6.4494 1.7163 0.2772 0.6324 5.2054 1.4428
Ccnd3 0.7682 1.0548 1.8854 1.4484 0.9978 1.0498 1.107 1.1045
Tomm6 0.3818 0.7735 4.1036 1.5669 0.3461 0.6845 3.9111 1.3537
Trem3 0.9883 1.1766 1.4175 1.4009 1.2429 1.1588 0.8692 1.0803
Oard1 0.3107 0.7317 5.5441 1.7228 0.3624 0.7163 3.9073 1.4159
Rab5a 0.3961 0.8218 4.3045 1.7049 0.3723 0.7359 3.9079 1.4548
Ebi3 0.349 0.7911 5.1384 1.7932 0.3724 0.7537 4.0951 1.5251
Ubxn6 0.1653 0.5552 11.2875 1.8654 0.2274 0.5911 6.7587 1.5367
Lrg1 0.7396 1.133 2.347 1.7358 1.0726 1.3017 1.4726 1.5796
Mydgf 0.3265 0.7602 5.4226 1.7703 0.3425 0.7043 4.2282 1.4482
Plin3 0.3635 0.791 4.7354 1.7213 0.5663 0.8626 2.3207 1.3141
2410015M20Rik 0.6588 0.9908 2.2616 1.49 0.757 0.9581 1.6016 1.2125
Rpl36 1.8428 1.2353 0.4494 0.8281 2.3733 1.1003 0.2149 0.5101
Ndufa11 0.724 1.017 1.9731 1.4285 0.8342 0.9721 1.358 1.1328
Clpp 0.2062 0.5964 8.3621 1.7247 0.2037 0.5427 7.0983 1.4459
Vav1 0.1763 0.5602 10.1014 1.7805 0.2459 0.6085 6.1245 1.5059
Adgre1 0.2354 0.6783 8.3009 1.9541 0.2296 0.6161 7.2008 1.6533
Rpl7a-ps5 0.3479 0.7367 4.4844 1.5601 0.4143 0.7317 3.1191 1.2923
Vapa 1.7367 1.1768 0.4592 0.7975 1.6153 1.0527 0.4248 0.6861
Ralbp1 0.2635 0.6944 6.9453 1.83 0.4522 0.8153 3.2503 1.4699
Ndufv2 0.8241 1.0749 1.7014 1.4021 0.7271 0.9409 1.6745 1.2176
Wash1 0.2125 0.6149 8.3754 1.7797 0.2997 0.6609 4.8618 1.4572
Myl12b 1.9339 1.2483 0.4167 0.8058 1.8991 1.1014 0.3364 0.6388
Myl12a 2.0452 1.1665 0.3253 0.6654 1.899 1.061 0.3121 0.5928
Ypel5 0.1882 0.5847 9.6553 1.8169 0.2074 0.5774 7.7539 1.6079
Dpy30 0.5637 0.9417 2.7907 1.5732 0.5162 0.8306 2.5897 1.3367
Yipf4 0.4151 0.8322 4.0193 1.6684 0.469 0.7922 2.8535 1.3382
Cebpzos 0.2073 0.6106 8.674 1.7982 0.2219 0.5826 6.8931 1.5295
Cdc42ep3 0.3474 0.7833 5.0849 1.7663 0.4189 0.7854 3.5147 1.4724
Hnrnpll 0.2353 0.6343 7.2698 1.7102 0.326 0.677 4.3141 1.4062
Srsf7 1.1419 1.1912 1.0882 1.2426 1.0325 1.0828 1.0997 1.1355
Cox7a2l 0.8331 1.1083 1.77 1.4745 0.8495 1.0234 1.4513 1.2329
Zfp36l2 0.8662 1.1282 1.6964 1.4695 0.604 0.8904 2.1729 1.3125
Cript 0.4526 0.868 3.6789 1.6649 0.4913 0.827 2.8339 1.3921
Mcfd2 0.1724 0.5701 10.9325 1.885 0.2017 0.5446 7.2912 1.4707
Calm2 2.8565 1.1318 0.157 0.4484 2.458 1.0769 0.192 0.4718
Kif5b 0.4901 0.9108 3.454 1.6928 0.7693 0.9566 1.5463 1.1896
Rpl27-ps3 0.8932 1.0524 1.3881 1.2399 1.0414 1.0018 0.9253 0.9636
Rab18 0.3312 0.7413 5.0108 1.6594 0.411 0.7547 3.3718 1.3859
Wac 0.2145 0.6236 8.45 1.8128 0.194 0.5472 7.9586 1.5436
Usp14 0.2114 0.6098 8.3216 1.7591 0.2326 0.5689 5.984 1.3918
Snrpd1 0.652 0.9958 2.3323 1.5207 0.617 0.8898 2.0798 1.2833
Riok3 0.2822 0.7076 6.2853 1.7739 0.3298 0.6881 4.3539 1.4358
Gm10036 0.6012 0.9203 2.3428 1.4086 0.5717 0.8375 2.1457 1.2268
Gm10269 0.2221 0.6125 7.6082 1.6895 0.2038 0.5417 7.0639 1.4399
Rnf138 0.1866 0.5907 10.0205 1.87 0.194 0.5379 7.6898 1.4915
Mapre2 0.3228 0.7379 5.225 1.6867 0.361 0.7191 3.9664 1.4321
Galnt1 0.1809 0.5672 9.8295 1.7782 0.1984 0.5588 7.9305 1.5737
Slc25a46 0.1821 0.566 9.6646 1.7596 0.1826 0.5231 8.2116 1.4991
Polr2d 0.2482 0.6654 7.1885 1.7841 0.253 0.6085 5.7825 1.4632
Srp19 0.3538 0.7767 4.8189 1.705 0.3706 0.7365 3.9494 1.4637
Reep5 1.0951 1.1702 1.1418 1.2504 1.0868 1.0479 0.9296 1.0104
Etf1 0.2297 0.6379 7.7141 1.7716 0.2533 0.6035 5.6792 1.4383
Hspa9 0.3157 0.7194 5.1931 1.6393 0.3416 0.682 3.986 1.3617
Matr3 0.3547 0.7688 4.6987 1.6665 0.3761 0.7214 3.678 1.3834
Paip2 0.8349 1.1013 1.74 1.4527 0.7352 0.9611 1.7091 1.2565
Ube2d2a 1.1704 1.1581 0.9791 1.146 1.1084 1.0346 0.8712 0.9656
Pfdn1 0.3942 0.8123 4.2459 1.6739 0.3932 0.7367 3.5098 1.3802
Sra1 0.3791 0.808 4.5425 1.7221 0.4238 0.7808 3.3944 1.4386
Cd14 0.2898 0.7743 7.1364 2.0684 0.3937 0.8444 4.5998 1.811
Ndufa2 0.8415 1.0672 1.6083 1.3534 0.9312 0.9883 1.1263 1.0488
Ik 0.1945 0.5806 8.9141 1.7335 0.2473 0.6089 6.0628 1.4992
Zmat2 0.2418 0.6521 7.2712 1.7584 0.2614 0.628 5.7726 1.5088
Ndfip1 0.2133 0.6281 8.6717 1.8495 0.2566 0.6348 6.1181 1.5701
Dcp2 0.2736 0.7004 6.5515 1.7927 0.172 0.5029 8.544 1.4699
Tmed7 0.3698 0.775 4.3916 1.624 0.3618 0.7105 3.8568 1.3953
Ap3s1 2.3846 1.2229 0.263 0.6271 2.2642 1.1201 0.2447 0.5541
Commd10 0.2377 0.6504 7.4852 1.7795 0.2127 0.5622 6.9844 1.4858
Eno1b 0.2008 0.583 8.4253 1.6922 0.1581 0.482 9.2901 1.4692
Tnfaip8 0.417 0.8348 4.0071 1.6711 0.4897 0.8167 2.7815 1.362
Gm4950 1.0467 1.0984 1.1013 1.1527 0.9039 0.9687 1.1486 1.0382
Snx2 0.4465 0.8644 3.7472 1.6732 0.4783 0.8042 2.8266 1.352
Lmnb1 0.3797 0.7831 4.2531 1.615 0.4437 0.791 3.1792 1.4105
